,Mineral Name,RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,RRUFF IDs,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Space Groups,Oldest Known Age (Ma),Valence Elements,Paragenetic Modes
37,Afwillite,Ca3(SiO4)(SiO2(OH)2)·2H2O,Ca3[SiO4][SiO2(OH)2]·2H2O,Ca Si O H,nan,R070296 R080022 R141097,South Africa,1925,"Approved,Grandfathered",Spurrite-Afwillite, ,"Parry J, Wright F E (1925) Afwillite, a new hydrous calcium silicate, from Dutoitspan mine, Kimberley, South Africa, Mineralogical Magazine 20, 277-285",monoclinic|triclinic,Cc|P1,2400.0,Ca Si O H,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
38,Agaite,Pb2+3Cu2+Te6+O5(OH)2(CO3),Pb3Cu2+Te6+O5(OH)2(CO3),Pb Cu Te O H C,IMA2011-115,nan,USA,2011,Approved,Not in a structural group, ,"Kampf A R, Mills S J, Housley R M, Marty J (2013) Lead-tellurium oxysalts from Otto Mountain near Baker, California: IX. Agaite, Pb_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_), a new mineral with CuO_5_-TeO_6_ polyhedral sheets, American Mineralogist 98, 512-517",orthorhombic,Pca2_1,946.0,Pb^2+ Cu^2+ Te^6+ O H C,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
39,Agakhanovite-(Y),Y3+Ca[box]2KBe3Si12O30,YCa[box]2KBe3Si12O30,Y Ca K Be Si O,IMA2013-090,nan,Norway,2013,Approved,Milarite, ,"Hawthorne F C, Abdu Y A, Ball N A, Černý P, Kristiansen R (2014) Agakhanovite-(Y), ideally (YCa)[box]_2_KBe_3_Si_12_O_30_, a new milarite-group mineral from the Heftetjern pegmatite, Tørdal, Southern Norway: description and crystal structure. American Mineralogist 99, 2084-2088",hexagonal,P6/mcc,967.0,Y^3+ Ca K Be Si O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
40,Agardite-(Ce),Cu2+6Ce3+(As5+O4)3(OH)6·3H2O,CeCu2+6(AsO4)3(OH)6·3H2O,Ce Cu As O H,IMA2003-030,nan,Germany,2003,Approved,Mixite,mixite,"Walenta K, Theye T (2004) Agardite-(Ce) of the Clara mine in the central Black Forest, Aufschluss 55, 17–23",hexagonal,P6_3/m,541.0,Cu^2+ Ce^3+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
41,Agardite-(La),Cu2+6La3+(As5+O4)3(OH)6·3H2O,LaCu2+6(AsO4)3(OH)6·3H2O,La Cu As O H,IMA1980-092,nan,Greece,1980,Approved,Mixite,mixite,"Fehr T, Hochleitner R (1984) Agardite-La. Ein neues Mineral von Lavrion, Griechenland, Lapis 9, 22-37",hexagonal,P6_3/m,359.0,Cu^2+ La^3+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
42,Agardite-(Nd),Cu2+6Nd3+(As5+O4)3(OH)6·3H2O,NdCu2+6(AsO4)3(OH)6·3H2O,Nd Cu As O H,IMA2010-056,nan,Greece,2010,Approved,Mixite, ,"Pekov I V, Chukanov N V, Zadov A E, Voudouris P, Magganas A, Katerinopoulos A (2011) Agardite-(Nd), NdCu<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O, from the Hilarion Mine, Lavrion, Greece: mineral description and chemical relations with other members of the agardite-zálesíite solid-solution system, Journal of Geosciences 57, 249-255",hexagonal,P6_3/m,419.0,Cu^2+ Nd^3+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
43,Agardite-(Y),Cu2+6Y3+(As5+O4)3(OH)6·3H2O,YCu2+6(AsO4)3(OH)6·3H2O,Y Cu As O H,"IMA1968-021, IMA1987 s.p.",R060711 R060924 R070357 R070649,Morocco,1968,"Approved,Renamed",Mixite,mixite,"Dietrich J E, Orliac M, Permingeat F (1969) L’agardite, une nouvelle espèce minérale, et le problème du chlorotile, Bulletin de la Société Française de Minéralogie et de Cristallographie 92, 420-434

Name changed from agardite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042",hexagonal,P6_3/m,1861.0,Cu^2+ Y^3+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
44,Agmantinite,Ag1+2Mn2+Sn4+S2-4,Ag2MnSnS4,Ag Mn Sn S,IMA2014-083,nan,Peru,2014,Approved,Wurtzite, ,"Keutsch F N, Topa D, Fredrickson R T, Makovicky E, Paar W H (2019) Agmantinite, Ag_2_MnSnS_4_, a new mineral with a wurtzite derivative structure from the Uchucchacua polymetallic deposit, Lima Department, Peru. Mineralogical Magazine 83, 233-238",orthorhombic|monoclinic,Pn|P2_1nm,24.5,Ag^1+ Mn^2+ Sn^4+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
45,Agrellite,NaCa2Si4O10F,NaCa2Si4O10F,Na Ca Si O F,IMA1973-032,R060914,Canada,1973,Approved,Not in a structural group, ,"Gittins J, Bown M G, Sturman D (1976) Agrellite, a new rock-forming mineral in regionally metamorphosed agpaitic alkalic rocks, The Canadian Mineralogist 14, 120-126",triclinic,P-1,1240.0,Na Ca Si O F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
46,Agricolaite,K4(U6+O2)(CO3)3,K4(UO2)(CO3)3,K U O C,IMA2009-081,nan,Czech Republic,2009,Approved,Not in a structural group, ,"Skála R, Ondruš P, Veselovský F, Císařová I, Hloušek J (2011) Agricolaite, a new mineral of uranium from Jáchymov, Czech Republic, Mineralogy and Petrology 103, 169-175",monoclinic,C2/c,543.0,K U^6+ O C,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
47,Agrinierite,K2Ca[(U6+O2)3O3(OH)2]2·5H2O,K2Ca[(UO2)3O3(OH)2]2·5H2O,K Ca U O H,IMA1971-046,R130139,France,1971,Approved,Compreignacite, ,"Cesbron F, Brown W L, Bariand P, Geffroy J (1972) Rameauite and agrinierite, two new hydrated complex uranyl oxides from Margnac, France, Mineralogical Magazine 38, 781-789

Chemical formula modified:
Cahill C L, Burns P C (2000) The structure of agrinierite: a Sr-containing uranyl oxide hydrate mineral, American Mineralogist 85, 1294-1297",orthorhombic,F2mm,276.0,K Ca U^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
48,Aguilarite,Ag1+4Se2-S2-,Ag4SeS,Ag Se S,nan,nan,Mexico,1891,"Approved,Grandfathered",Acanthite,eucairite,"Genth F A (1891) Aguilarite, a new species, The American Journal of Science Third Series 41, 401-402

Redefined as the Se-rich end-member of the acanthite structure:
Bindi L, Pingitore N E (2013) On the symmetry and crystal structure of aguilarite, Ag4SeS. Mineralogical Magazine 77, 21-31",monoclinic|orthorhombic,P2_12_12_1|P2_1/n,2680.0,Ag^1+ Se^2- S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
49,Aheylite,Fe2+Al6(PO4)4(OH)8·4H2O,Fe2+Al6(PO4)4(OH)8·4H2O,Fe Al P O H,IMA1984-036,R070070 R070171,Bolivia,1984,Approved,Turquoise,turquoise,"Foord E E, Taggart J E (1998) A reexamination of the turquoise group: the mineral aheylite, planerite (redefined), turquoise and coeruleolactite, Mineralogical Magazine 62, 93-111",triclinic,P-1,1790.0,Fe^2+ Al P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
50,Ahlfeldite,Ni2+Se4+O3·2H2O,Ni(SeO3)·2H2O,Ni Se O H,nan,R100210,Bolivia,1935,"Approved,Grandfathered",Cobaltomenite,cobaltomenite,"Herzenberg R, Ahlfeld F (1935) Blockit, ein neues Selenerz aus Bolivien. Zentralblatt für Mineralogie, Geologie und Paläontologie 6, 277-279

Redefined:
Aristarain L F, Hurlbut C S (1969) Ahlfeldite from Pacacake Bolivia; A restudy, American Mineralogist 54, 448-456",monoclinic,P2_1/n,416.0,Ni^2+ Se^4+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
51,Ahrensite,SiFe2+2O4,SiFe2O4,Si Fe O,IMA2013-028,nan,Morocco (meteorite),2013,Approved,Spinel, ,"Ma C, Tschauner O, Beckett J R, Liu Y, Rossman G R, Sinogeikin S V, Smith J S, Taylor L A (2016) Ahrensite, γ-Fe_2_SiO_4_, a new shock-metamorphic mineral from the Tissint meteorite: Implications for the Tissint shock event on Mars. Geochimica et Cosmochimica Acta 184, 240-256

",cubic,Fd-3m|Fd3m,,Si Fe^2+ O,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
52,Aikinite,Cu1+Pb2+Bi3+S2-3,CuPbBiS3,Cu Pb Bi S,nan,R100117,Russia,1843,"Approved,Grandfathered",Meneghinite,aikinite,"Chapman E J (1843) Aikenite, in Practical Mineralogy, Hippolyte Bailliere, Publisher (London) 127-127",orthorhombic,Pnma,2710.0,Cu^1+ Pb^2+ Bi^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
53,Aiolosite,Na2(Na2Bi3+)(S6+O4)3Cl,Na2(Na2Bi)(SO4)3Cl,Na Bi S O Cl,IMA2008-015,nan,Italy,2008,Approved,Apatite, ,"Demartin F, Gramaccioli C M, Campostrini I, Pilati T (2010) Aiolosite, Na<sub>2</sub>(Na<sub>2</sub>Bi)(SO<sub>4</sub>)<sub>3</sub>Cl, a new sulfate isotypic to apatite from La Fossa Crater, Vulcano, Aeolian Islands, Italy, American Mineralogist 95, 382-385",hexagonal,P6_3/m,,Na Bi^3+ S^6+ O Cl,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
54,Airdite,Sr(V4+O)2(PO4)2·4H2O,Sr(V4+O)2(PO4)2·4H2O,Sr V O P H,IMA2020-046,nan,Australia,2020,"Approved,Pending publication", , ,"Elliott, P. and Kampf, A.R. (2020) Airdite, IMA 2020-046. CNMNC Newsletter No. 57; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.73",monoclinic,Cc,,Sr V^4+ O P H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
55,Ajoite,K3Cu2+20Al3Si29O76(OH)16·8H2O,K3Cu2+20Al3Si29O76(OH)16·8H2O,K Cu Al Si O H,nan,R060735 R120018,USA,1958,Approved,Ajoite, ,"Schaller W T, Vlisidis A C, (1958) Ajoite, a new hydrous aluminum copper silicate, American Mineralogist 43, 1107-1111

Chemical formula revised:
Chao G Y (1981) Ajoite: new data, American Mineralogist 66, 201-203

Chemical formula revised again:
Pluth J J, Smith J V (2002) Arizona porphyry copper/hydrothermal deposits II: Crystal structure of ajoite, (K+Na)<sub>3</sub>Cu<sub>20</sub>Al<sub>3</sub>Si<sub>29</sub>O<sub>7</sub>(OH)<sub>16</sub>·~8H<sub>2</sub>O, Proceedings of the National Academy of Sciences 99, 11002-11005",triclinic,P-1,372.0,K Cu^2+ Al Si O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
56,Akaganeite,"(Fe3+,Ni2+)8(OH,O)16Cl1.25·nH2O","(Fe3+,Ni2+)8(OH,O)16Cl1.25·nH2O",Fe Ni O H Cl,IMA1962-004,nan,Japan,1962,"Approved,Renamed",Coronadite, ,"Mackay, A L (1962) ß-ferric oxyhydroxide-akaganéite, Mineralogical Magazine 33, 270-280

Chemical formula redefined:
Post J E, Heaney P J, von Dreele R B, Hanson J C (2003) Neutron and temperature-resolved synchrotron X-ray powder diffraction study of akaganéite, American Mineralogist 88, 782-788",monoclinic|tetragonal,"I2/m|I4/m, C2/m",2038.0,Fe^3+ Ni^2+ O H Cl,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
57,Akaogiite,Ti4+O2,TiO2,Ti O,IMA2007-058,nan,Germany,2007,Approved,Baddeleyite, ,"El Goresy A, Dubrovinsky L, Gillet P, Graup G, Chen M (2010) Akaogiite: An ultra-dense polymorph of TiO<sub>2</sub> with the baddeleyite-type structure, in shocked garnet gneiss from the Ries Crater, Germany, American Mineralogist 95, 892-895",monoclinic,P2_1/c,,Ti^4+ O,"Abiotic; Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals"
58,Akatoreite,Mn2+9Al2Si8O24(OH)8,Mn2+9Al2Si8O24(OH)8,Mn Al Si O H,IMA1969-015,R060230,New Zealand,1969,Approved,Not in a structural group, ,"Read P B, Reay A (1971) Akatoreite, a new manganese silicate from eastern Otago, New Zealand, American Mineralogist 56, 416-426

Chemical formula revised:
Burns P C, Hawthorne F C (1993) Edge–sharing Mn<sup>2+</sup>O<sub>4</sub> tetrahedra in the structure of akatoreite, Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>, The Canadian Mineralogist 31, 321-329",triclinic,P-1,,Mn^2+ Al Si O H,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
59,Akdalaite,Al10O14(OH)2,Al10O14(OH)2,Al O H,IMA1969-002,nan,Kazakhstan,1969,Approved,Nolanite, ,"Shpanov E P, Sidorenko G A, Stolyarova T I (1970) Akdalaite, a new hydrous modification of alumina, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 99, 333-339

Chemical formula revised from (Al_2_O_3_)_5_·H_2_O:
Parise J B, Xia B, Simonson J W, Woerner W R, Plonka A M, Phillips B L, Ehm L (2019) Structural chemistry of akdalaite, Al_10_O_14_(OH)_2_, the isostructural aluminum analogue of ferrihydrite. Crystals 9, 246",hexagonal|orthorhombic,"P6_3mc|Cmc2_1, P31c",623.3,Al O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
60,Åkermanite,Ca2MgSi2O7,Ca2MgSi2O7,Ca Mg Si O,nan,R061085 R061100,Sweden,1884,"Approved,Grandfathered",Melilite,melilite,"Vogt I H L (1890) Die Mineralien der Melilithgruppe - nämlich Gehlenit, Melilith und ein neues tetragonales, nicht Al2O3-führendes (Ca,Mg)O-Silikat (Åkermanit), nebst Zwischengliedern. Archiv for Mathematik og Naturvidenskab 13, 310-402",tetragonal,P-42_1m,4330.0,Ca Mg Si O,"Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
61,Akhtenskite,Mn4+O2,MnO2,Mn O,IMA1982-072,nan,Russia,1982,Approved,Feroxyhyte, ,"Chukhrov F V, Gorshkov A I, Sivtsov A V, Berezovskaya V V, Dikov Y P, Dubinina G A, Varinov N N (1989) Akhtenskite – The natural analog of ε–MnO<sub>2</sub>, Izvestiya Akademii Nauk SSSR 9, 75-80",hexagonal,P6_3mc,63.5,Mn^4+ O,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
62,Akimotoite,MgSiO3,MgSiO3,Mg Si O,IMA1997-044,nan,Australia (meteorite),1997,Approved,Corundum, ,"Tomioka N, Fujino K (1999) Akimotoite, (Mg,Fe)SiO<sub>3</sub>, a new silicate mineral of the ilmenite group in the Tenham chondrite, American Mineralogist 84, 267-271",hexagonal,R-3,,Mg Si O,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
63,Aklimaite,Ca4[Si2O5(OH)2](OH)4·5H2O,Ca4[Si2O5(OH)2](OH)4·5H2O,Ca Si O H,IMA2011-050,nan,Russia,2011,Approved,Not in a structural group, ,"Zadov A E, Pekov I V, Zubkova N V, Gazeev V M, Chukanov N V, Yapaskurt V O, Kartashov P M, Galuskin E V, Galuskina I O, Pertzev N N, Gurbanov A G, Pushcharovsky D Y (2012) Aklimaite, Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH<sub>2</sub>)](OH)<sub>4</sub>·5H<sub>2</sub>O, a new natural hydrosilicate from Lakargi area (the North Caucazus, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 141(2), 21-31",monoclinic,C2/m,3.0,Ca Si O H,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals"
64,Akopovaite,Al4Li2(OH)12(CO3)(H2O)3,Al4Li2(OH)12(CO3)(H2O)3,Al Li O H C,IMA2018-095,nan,Kyrgyzstan,2018,Approved,Hydrotalcite, ,"Karpenko V Y, Zhitova E S, Pautov L A, Agakhanov A A, Siidra O I, Krzhizhanovskaya M G, Rassulov V A, Bocharov V N (2020) Akopovaite, Li_2_Al_4_(OH)_12_(CO_3_)(H_2_O)_3_, a new Li member of the hydrotalcite supergroup from Turkestan Range, Kyrgyzstan. Mineralogical Magazine 84, 301-311",monoclinic,C2/m,,Al Li O H C,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
65,Akrochordite,Mn2+5(As5+O4)2(OH)4·4H2O,Mn2+5(AsO4)2(OH)4·4H2O,Mn As O H,nan,R100028,Sweden,1922,"Approved,Grandfathered",Akrochordite, ,"Flink G (1922) Akrochordit, ett nytt mineral från Långbans gruvor, Geologiska Foereningens i Stockholm Foerhandlingar 44, 773-776",monoclinic,P2_1/c,1890.0,Mn^2+ As^5+ O H,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
66,Aksaite,MgB6O7(OH)6·2H2O,MgB6O7(OH)6·2H2O,Mg B O H,nan,nan,Kazakhstan,1962,Approved,Not in a structural group, ,"Blazko L N, Kondrat’eva V V, Yarzhemskii Y Y (1962) Aksaite, a new hydrous magnesium borate, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 91, 447-454",orthorhombic,Pbca,354.0,Mg B O H,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
67,Aktashite,Cu1+6Hg2+3As3+4S2-12,Cu6Hg3As4S12,Cu Hg As S,nan,nan,Russia,1968,"Approved,Redefined",Nowackiite,nowackiite,"Vasil'ev V I (1968) New ore minerals of the mercury deposits of Gornyi Altai and their parageneses. In: Problems of the metallogeny of mercury. Izdatelstvo ""Nauka"" Moskva 1968, 111-129",hexagonal,R3,2638.0,Cu^1+ Hg^2+ As^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
68,Alabandite,Mn2+S2-,MnS,Mn S,nan,R070174,Romania / Turkey,1822,"Approved,Grandfathered",Rocksalt,galena,"Called alabandina sulfurea by Don Andres Manuel del Rio as reported in:
Haüy R J (1822) Manganèse sulfuré, Traité de Minéralogie 4, 268-272

Renamed alabandine:
Beudant F S (1832) Alabandine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 399-400",cubic,Fm3m,4620.0,Mn^2+ S^2-,"Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
69,Alacránite,As8S9,As8S9,As S,IMA1985-033,R140323 R150030,Russia,1985,"Approved,Renamed",Not in a structural group, ,"Popova V I, Popov V A, Clark A H, Polyakov V O, Borisovskii S E (1986) Alacránite, As<sub>8</sub>S<sub>9</sub> – a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 115(3), 360-368

Chemical formula changed:
Burns P C, Percival J B (2001) Alacranite, As<sub>4</sub>S<sub>4</sub>: a new occurrence, new formula, and determination of the crystal structure, The Canadian Mineralogist 39, 809-818

Chemical formula changed again:
Bonazzi P, Bindi L, Popova V, Pratesi G, Menchetti S (2003) Alacranite, As<sub>8</sub>S<sub>9</sub>: structural study of the holotype and re-assignment of the original chemical formula, American Mineralogist 88, 1796-1800",monoclinic,P2/c,443.0,As S,"Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
70,Alamosite,Pb2+SiO3,PbSiO3,Pb Si O,nan,R060067,Mexico,1909,"Approved,Grandfathered",Not in a structural group, ,"Palache C, Merwin H E (1909) Alamosite, a new lead silicate from Mexico, American Journal of Science 27, 399-401",monoclinic,P2/n,1898.0,Pb^2+ Si O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
71,Alarsite,AlAs5+O4,Al(AsO4),Al As O,IMA1993-003,nan,Russia,1993,Approved,Quartz,berlinite,"Semenova T F, Vergasova L P, Filatov S K, Ananev V V (1994) Alarsite AlAsO<sub>4</sub>: A new mineral from volcanic exhalations, Doklady Akademii Nauk 338(4), 501-505",hexagonal,P3_121,3.6e-05,Al As^5+ O,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
72,Albertiniite,Fe2+(S4+O3)·3H2O,Fe2+(SO3)·3H2O,Fe S O H,IMA2015-004,nan,Italy,2015,Approved,Albertiniite, ,"Vignola P, Gatta G D, Rotiroti N, Gentile P, Hatert F, Baijot M, Bersani D, Risplendente A, Pavese A (2016) Albertiniite, Fe^2+^(SO_3_)·3H_2_O, a new sulfite mineral species from the Monte Falò Pb-Zn mine, Coiromonte, Armeno Municipality, Verbano Cusio Ossola Province, Piedmont, Italy. Mineralogical Magazine 80, 985-994",monoclinic,P2_1/n,,Fe^2+ S^4+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
73,Albite,NaAlSi3O8,Na(AlSi3O8),Na Al Si O,nan,R040068 R040129 R050253 R050402 R060054 R070268 R100169 R230008,Sweden,1815,"Approved,Grandfathered",Feldspar,feldspar,"Gahn J G, Berzelius J (1815) Underfökning af nagra i grannskapet af Fahlun funna Fossilier, Afhandlingar i Fysik, Kemi och Mineralogi 4, 148-216 (see page 180)",triclinic,C-1,4620.0,Na Al Si O,"Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, PM43 - Shear-induced minerals, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
